76481133,56.2995677,43.8757591
244888042,56.3738682,43.836145
258429977,56.2717866,44.0875016
259098168,56.3153834,44.0699247
259255597,56.2907236,44.052662
259256114,56.2930935,44.0542805
259256141,56.2881825,44.0546383
260750686,56.2245292,44.0961539
260750694,56.2153354,44.1054662
260750936,56.3735764,43.8115088
260750939,56.3786573,43.7858973
260751093,56.1716535,43.8054264
260751188,56.267194,43.7968535
260751281,56.3412813,43.8200454
260751292,56.3375443,43.8023402
260751612,56.251646,43.9812115
260751759,56.2416048,43.8638224
260751804,56.321421,43.9462766
262189437,56.2056265,43.7771888
262189572,56.3509084,43.8037722
262189573,56.3505158,43.8034025
304927473,56.2722499,43.9383284
304927497,56.2754952,43.9505452
304927829,56.3373588,43.8868463
312345919,56.3248747,43.9793183
313117654,56.2238313,43.7386969
323840262,56.3197381,44.0555554
323845682,56.309833,44.0758959
324688711,56.3085422,43.9826755
324712032,56.3304549,44.022908
324730258,56.3266686,44.0052821
350374903,56.2360046,43.8371247
350379195,56.2341281,43.8274461
350433863,56.2360743,43.8295706
350441569,56.2599168,43.8567053
350448963,56.2411338,43.8969403
351129987,56.2321538,43.8461642
352973166,56.2663339,43.8616008
355881987,56.2580919,43.9995837
355881990,56.2612635,43.9734703
359142331,56.2424136,43.8646735
359143737,56.2623914,43.9079764
359143826,56.2809472,43.8966148
366523917,56.2571393,43.9026405
412408884,56.2815628,43.9807612
412408915,56.2818011,43.9803105
412444421,56.2959113,44.033177
412444422,56.2952234,44.0340351
412444423,56.2991588,44.0766815
412446611,56.2777894,43.9787647
414965799,56.2971656,43.9508516
416660544,56.2737092,44.0104836
417226162,56.3085322,44.0439037
417228544,56.3127103,44.0333539
417228636,56.3106451,44.0380222
417228666,56.3127847,44.0334583
426956743,56.3083827,44.0439626
426965203,56.3018482,44.081587
428611089,56.302133,43.8794608
431510053,56.2816719,44.0517726
441519472,56.2375024,43.838258
441519526,56.2352977,43.8369115
442018444,56.3332764,43.8948583
442018445,56.3261878,43.9113027
442018446,56.3205583,43.9267525
442018450,56.3209948,43.9470879
442018457,56.3105914,43.9371885
442018464,56.2990741,43.9381541
442018465,56.2851552,43.9277795
442018466,56.2764656,43.9212993
442018468,56.2665054,43.9132416
442018470,56.2573999,43.9017276
442018471,56.2528941,43.8901535
442018472,56.2476843,43.8767833
442018474,56.2421119,43.858041
454203425,56.2838441,43.9266629
455344124,56.2769598,43.935145
455345080,56.2807176,43.9379523
455345263,56.2811394,43.9379635
457408258,56.3632365,43.79354
473275695,56.3240365,43.9522106
479365659,56.3246773,43.9591438
479501580,56.324495,43.9938702
479574566,56.3093628,44.0176965
479701228,56.3199188,44.0547127
479708755,56.2987772,44.0777542
479708762,56.2946488,44.0737558
481460775,56.2978354,43.9372931
485110070,56.3066129,43.979532
485143434,56.296442,43.943115
485143566,56.2889951,43.9406426
492643387,56.2305577,43.9459283
492643400,56.2306516,43.9454669
492661018,56.317834,44.0149957
492661021,56.3182922,44.0145269
492701676,56.324009,43.9582298
492721449,56.3130536,44.0067759
492721461,56.3102498,43.9991697
492721468,56.3104523,43.998894
492721484,56.3085136,43.9894433
492721495,56.3080834,43.988972
494267138,56.2618573,43.9740181
494267149,56.2669722,43.975399
494267156,56.2715091,43.9765676
494610788,56.3117244,43.9301011
494610795,56.3053575,43.919226
494611434,56.2834065,43.8949591
494611463,56.2828821,43.8947505
494662611,56.2653131,43.9209634
494714219,56.3321076,43.9026917
494714263,56.3495604,43.8437692
494714317,56.333674,43.866697
494775817,56.3264706,44.0082178
494775820,56.3264529,44.0063497
494777788,56.3117758,43.9885645
494777789,56.3122457,43.9894971
494778690,56.2984039,43.9837147
494778693,56.2994218,43.9843481
494778697,56.2720298,43.9765429
494778700,56.2713653,43.9760136
497303211,56.3298815,44.0259575
501920287,56.3136359,43.9448476
502028561,56.2932282,44.0542236
503202693,56.3257971,43.9143671
503208167,56.3302247,43.9142093
503653921,56.3225393,44.0337179
506704913,56.3126814,44.006399
506704916,56.3072931,43.9855792
506704917,56.3056763,43.9809706
506704919,56.3043749,43.9842552
514682968,56.2462324,44.007197
514682983,56.2456141,44.0075799
534922504,56.2150126,43.9213622
534922516,56.2302938,43.9450635
534922520,56.1846987,43.8186933
534922524,56.203103,43.8619459
534922528,56.2065924,43.8773212
534922531,56.2068645,43.8776903
534922533,56.2117357,43.8934155
534922537,56.179674,43.7842682
534922539,56.1795247,43.7847188
534922540,56.1821265,43.7975298
534922543,56.1823731,43.7977756
534922545,56.1848492,43.8181775
538158182,56.2963955,44.0341015
547661127,56.3271499,44.0059921
548660306,56.3281679,44.0079791
550421013,56.3217949,43.9477005
552221899,56.2570511,43.9028129
553081553,56.3084938,44.0234055
553081561,56.3078822,44.0234594
553081569,56.3108976,44.0211499
553081579,56.3103073,44.0212297
553494294,56.2721218,43.9384245
553502562,56.273701,44.0103722
554992595,56.2234879,43.7412188
558615934,56.243481,43.9667947
558615935,56.2439675,43.9667947
561142569,56.2916502,43.9813703
561142577,56.2915206,43.9835189
561142586,56.2907917,43.9979192
561145982,56.2996201,44.0321011
561145983,56.3005121,44.0336215
563346473,56.2001987,43.8057375
563346481,56.2000823,43.8059387
563390004,56.215724,44.1054402
565557466,56.2561792,43.9704852
565557763,56.2561604,43.9706419
565563529,56.2543425,43.9695366
565563548,56.2537688,43.9698147
565601129,56.1990929,44.0205566
566427146,56.3390608,43.883332
566474573,56.2646229,43.7576118
568723665,56.3137638,43.9940914
569850622,56.2264261,44.0725704
573392043,56.3521547,43.8737993
585224518,56.2789008,43.8345461
585224532,56.2861844,43.8533158
585224557,56.2954917,43.8773009
598728340,56.2047703,44.1158261
600120328,56.3436438,43.9307131
600120329,56.3434913,43.9304739
601255283,56.2907787,44.0525596
601255284,56.2902372,44.0487848
601255285,56.2900314,44.051124
601255286,56.2900301,44.0446727
601255287,56.2911511,44.0431183
601255288,56.2821758,44.0529738
601255289,56.282445,44.052751
601255290,56.2892901,44.0534865
601255291,56.2881311,44.0544777
601255292,56.2908073,44.0529104
601255293,56.2835087,44.0371697
601255294,56.2827046,44.0430638
601255295,56.283057,44.0477157
601255296,56.2832206,44.0404885
601255297,56.2834736,44.0417395
601255299,56.2917775,44.0355765
601255300,56.2920948,44.0358841
601255301,56.2879576,44.0357299
601255302,56.2874503,44.0363199
601255303,56.2831366,44.0373402
601255304,56.3001135,44.0606116
601255305,56.3025965,44.0428276
601255306,56.3023342,44.0409928
601255307,56.3012563,44.0362258
601255308,56.2998737,44.0677792
601255309,56.2995523,44.0684365
601255310,56.3004047,44.0600284
601255311,56.2974947,44.0680558
601257951,56.2960335,44.0501036
601257952,56.296687,44.0457165
601257953,56.2977647,44.0431576
601257954,56.297195,44.0379183
601257955,56.2971904,44.0352697
601257956,56.2931005,44.0544194
601257957,56.2931951,44.0540377
601257958,56.2961983,44.0502177
601261029,56.3178336,44.0235542
601261030,56.3176616,44.0234233
601261031,56.3215664,44.0404697
601261032,56.3143305,44.0174048
601261033,56.3150863,44.0170642
601261034,56.3033583,44.0283357
601261035,56.3041143,44.0279224
601261036,56.2955081,44.0371295
601262222,56.3131726,44.0279838
601262223,56.3132117,44.0276911
601262224,56.3126711,44.0332929
601262225,56.3104228,44.0381992
601268231,56.2941115,44.0221986
601268232,56.2942192,44.0210984
601268233,56.2947404,44.024919
601268234,56.2946123,44.0261414
601268235,56.2925772,44.0093441
601268236,56.2923466,44.0095788
601268237,56.2931329,44.0130009
601268238,56.2931078,44.0150902
601268240,56.2908873,43.9907143
601268241,56.2907695,43.994584
601268242,56.2902093,43.9952828
601268243,56.2916125,44.0018126
601268244,56.2916842,44.004638
601268245,56.2993689,44.0066011
601268246,56.2999011,44.0111014
601268248,56.291132,43.9904364
601268249,56.2985193,43.9913558
601268250,56.2983794,43.9912569
601268251,56.298384,43.9978931
601268252,56.2985195,43.998121
601268253,56.2992194,44.006436
601268254,56.2956566,43.9830516
601268255,56.2957811,43.9836771
601268256,56.291718,43.9841153
601268257,56.2908808,43.9819493
601268260,56.3124486,43.9860559
601268261,56.3038009,43.9848408
601268262,56.3149419,43.9912137
601268265,56.3230318,44.0101823
601278571,56.2630053,43.9998156
601278572,56.2593115,44.003603
601278573,56.2598127,43.9905579
601278574,56.259769,43.9902852
601278575,56.260653,43.9838783
601278576,56.27952,43.9909588
601278577,56.2794643,43.9911283
601278578,56.2751178,43.9896202
601278579,56.2754042,43.989654
601278580,56.2705675,43.9934289
601278581,56.2850233,43.9938381
601278582,56.2850019,43.9940806
601278583,56.2817507,43.9928688
601278604,56.2846886,43.9940201
601280663,56.2784656,43.9796951
601280664,56.2854014,43.9808927
601280665,56.2861381,43.9814661
601280666,56.2669738,43.9753549
601280667,56.2663962,43.9747911
601280668,56.2613875,43.9747276
601280669,56.2618561,43.9739443
601280670,56.2612696,43.9733284
601295459,56.2362366,43.9541933
601295461,56.2370052,43.9560346
601295466,56.2331592,43.9495162
601295469,56.2336844,43.9509532
601295476,56.2459726,43.9654371
601295480,56.2450485,43.9656088
601295482,56.2400738,43.9608245
601295485,56.2402856,43.9618114
601295502,56.2492451,43.9675158
601295504,56.2491631,43.9669638
601302802,56.3221595,43.9475068
601354393,56.3132851,43.8572508
601354394,56.3129876,43.8502449
601354396,56.3127614,43.8506526
601354397,56.3125579,43.8398754
601354398,56.3124232,43.8413947
601354403,56.3135241,43.8623357
601354405,56.3130858,43.8586
601363628,56.3452133,43.925801
601363629,56.3447277,43.9266653
601363630,56.3404696,43.9310406
601363632,56.340617,43.9301677
601363635,56.3368864,43.92696
601363636,56.3361303,43.9276107
601363637,56.3385028,43.9237629
601363638,56.3402246,43.9238385
601363641,56.3318654,43.9473518
601363642,56.331568,43.9394741
601363643,56.3311636,43.9399033
601363645,56.3334535,43.9310654
601363646,56.3339828,43.9310117
601363648,56.3272816,43.9511302
601363649,56.327511,43.9514248
601363650,56.3308245,43.9437147
